id,vendor_id,pickup_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag
id1380753,2,29-06-16 12:50,1,-73.99716187,40.74230957,-73.95731354,40.76242828,N
id3252125,1,29-06-16 12:50,1,-73.97386932,40.78424072,-73.95329285,40.7867012,N
id0632172,1,29-06-16 12:50,2,-73.98287964,40.76814651,-73.9981842,40.76096344,N
id1657995,1,29-06-16 12:50,1,-73.97026825,40.7940979,-73.96111298,40.80683899,N
id0577881,2,29-06-16 12:50,1,-73.96949768,40.74903107,-73.99243164,40.74932098,N
id1703626,1,29-06-16 12:49,2,-73.98157501,40.76216888,-73.97608185,40.75918961,N
id0450734,1,29-06-16 12:48,1,-73.96305084,40.758358,-73.96373749,40.75866318,N
id3068895,1,29-06-16 12:48,1,-73.9853363,40.74148941,-73.99108887,40.73490524,N
id1982374,2,29-06-16 12:48,1,-73.98654175,40.75587463,-73.97491455,40.76183701,N
id2842553,2,29-06-16 12:47,1,-73.95130157,40.77425003,-73.95501709,40.78007126,N
id2969468,2,29-06-16 12:47,1,-74.00582123,40.73612595,-74.00585175,40.73613739,N
id1145042,2,29-06-16 12:47,5,-73.9832077,40.76631165,-74.00163269,40.75162125,N
id1448185,1,29-06-16 12:47,1,-73.97940826,40.77174759,-73.96052551,40.77563477,N
id0314649,2,29-06-16 12:46,5,-73.96251678,40.77305984,-73.96872711,40.76105118,N
id2579126,2,29-06-16 12:46,6,-73.98400879,40.74347305,-73.96524811,40.77087784,N
id3531689,1,29-06-16 12:46,1,-73.99591827,40.74916458,-73.9805603,40.78398895,N
id2641902,1,29-06-16 12:46,1,-73.98771667,40.74157715,-73.9782486,40.7645874,N
id3498110,1,29-06-16 12:45,1,-73.99434662,40.75079346,-73.98230743,40.75366592,N
id3575094,2,29-06-16 12:45,4,-73.95652008,40.77135849,-73.9629364,40.76950073,N
id2930451,1,29-06-16 12:45,1,-73.98299408,40.76657867,-74.005867,40.74512863,N
id2130167,1,29-06-16 12:45,1,-73.96031952,40.75724792,-73.92515564,40.76177216,N
id2682397,2,29-06-16 12:44,1,-73.959198,40.77483368,-73.96121216,40.77927399,N
id0578158,1,29-06-16 12:44,1,-73.97028351,40.75840759,-73.98004913,40.74465561,N
id2131845,1,29-06-16 12:44,2,-73.99140167,40.75521469,-73.96979523,40.7677536,N
id2901936,1,29-06-16 12:44,1,-73.96528625,40.80591583,-73.97286987,40.78534317,N
id2301762,2,29-06-16 12:44,4,-73.78186798,40.64474869,-74.00914001,40.70674133,N
id2015399,2,29-06-16 12:44,1,-73.972435,40.75416183,-73.98153687,40.75608444,N
id3085850,2,29-06-16 12:42,1,-73.96517944,40.76911926,-73.9671402,40.76362991,N
id1196489,2,29-06-16 12:42,1,-73.98668671,40.72898865,-73.98297119,40.74515915,N
id0590218,1,29-06-16 12:41,1,-73.99295044,40.7682991,-73.98616791,40.74406052,N
id2711483,1,29-06-16 12:41,1,-73.97478485,40.75887299,-73.98787689,40.73879242,N
id1625784,1,29-06-16 12:41,1,-73.86264038,40.76922989,-73.97512817,40.7522316,N
id3744346,2,29-06-16 12:41,2,-73.9757309,40.74066925,-73.9697113,40.75780869,N
id3692999,2,29-06-16 12:40,1,-73.98120117,40.73799133,-73.99262238,40.72452164,N
id2669069,1,29-06-16 12:40,1,-73.97157288,40.78560638,-73.96503448,40.76026154,N
id2526791,1,29-06-16 12:40,1,-73.99688721,40.73723984,-73.99227905,40.74359131,N
id0670345,1,29-06-16 12:39,1,-73.97102356,40.76377106,-73.96533203,40.80580139,N
id3438943,1,29-06-16 12:39,1,-73.9641571,40.7710228,-73.97699738,40.75922394,N
id2573756,1,29-06-16 12:38,1,-73.96743011,40.75639343,-73.97668457,40.75124359,N
id3193671,2,29-06-16 12:38,1,-73.96238708,40.76723099,-73.96822357,40.76950836,N
id1320244,1,29-06-16 12:38,1,-73.98638916,40.73043823,-73.99570465,40.74238205,N
id3688320,1,29-06-16 12:37,2,-73.9571228,40.78342056,-73.97225952,40.75954056,N
id3598707,2,29-06-16 12:36,1,-73.97711182,40.75402832,-73.99898529,40.76412964,N
id0136038,1,29-06-16 12:36,1,-73.9803772,40.76523972,-73.98874664,40.77405548,N
id1453627,1,29-06-16 12:35,2,-73.97306824,40.75621414,-73.99032593,40.73130417,N
id1283390,1,29-06-16 12:34,2,-73.78141785,40.64486313,-73.98255157,40.75557327,N
id1137099,1,29-06-16 12:33,1,-74.01612854,40.70473862,-73.98434448,40.71019745,N
id1449055,2,29-06-16 12:32,1,-73.97235107,40.75944138,-73.98355865,40.76049042,N
id2603163,2,29-06-16 12:32,4,-73.98916626,40.75014877,-73.98963928,40.74406815,N
id0187164,1,29-06-16 12:31,1,-73.98796082,40.75413132,-73.98503876,40.75685883,N
id3900931,1,29-06-16 12:29,1,-73.99494934,40.75520706,-74.00294495,40.72018814,N
id3371796,1,29-06-16 12:29,1,-73.99091339,40.74983978,-73.97943115,40.76130295,N
id2370918,2,29-06-16 12:28,1,-73.99687958,40.71646881,-73.94796753,40.71858978,N
id1977436,1,29-06-16 12:28,1,-73.98960114,40.7762413,-74.00364685,40.75915146,N
id0444501,2,29-06-16 12:27,1,-73.98092651,40.78239059,-73.96659851,40.79338837,N
id0783042,2,29-06-16 12:27,1,-73.99147797,40.75014877,-73.97576141,40.74980927,N
id1361016,2,29-06-16 12:27,6,-74.00951385,40.7034874,-74.00312805,40.70829391,N
id3153837,2,29-06-16 12:27,1,-73.99942017,40.72225189,-73.98548126,40.75273895,N
id0633710,1,29-06-16 12:27,1,-74.00814819,40.72271347,-74.00600433,40.7399559,N
id1479372,2,29-06-16 12:26,1,-73.97270966,40.78076935,-73.98512268,40.74530029,N
id2029943,1,29-06-16 12:26,1,-73.94549561,40.75158691,-73.94552612,40.75157166,N
id0175719,1,29-06-16 12:26,1,-73.97341156,40.79513168,-74.0039978,40.74359894,N
id2002972,1,29-06-16 12:25,1,-73.98739624,40.7685585,-73.96659851,40.77220535,N
id1861416,2,29-06-16 12:24,1,-73.97180176,40.74620056,-73.97747803,40.75873947,N
id0100701,1,29-06-16 12:24,1,-73.97627258,40.74835968,-73.97953033,40.76003647,N
id0090204,1,29-06-16 12:24,1,-73.96805573,40.77095032,-73.96324158,40.76010132,N
id1172247,2,29-06-16 12:23,2,-73.95488739,40.76562119,-73.97943115,40.75550079,N
id0659259,2,29-06-16 12:23,1,-73.97422028,40.75640106,-74.01432037,40.70449829,N
id3432594,1,29-06-16 12:22,1,-73.96459961,40.80707932,-73.94844818,40.82226944,N
id0453561,2,29-06-16 12:22,5,-73.98678589,40.76282501,-73.97497559,40.7622261,N
id2209370,1,29-06-16 12:22,1,-74.00375366,40.72497177,-73.98938751,40.73417282,N
id0313645,2,29-06-16 12:22,3,-73.99510193,40.72542191,-74.0089798,40.73812866,N
id0340825,2,29-06-16 12:21,1,-73.9799118,40.76084137,-73.98187256,40.78334045,N
id2977531,2,29-06-16 12:20,1,-73.97792053,40.77363586,-73.97161865,40.76044464,N
id1934382,1,29-06-16 12:20,4,-73.99642944,40.72592163,-74.01679993,40.70491028,N
id1104317,1,29-06-16 12:20,1,-73.99528503,40.74954224,-73.99641418,40.75860596,N
id0433038,2,29-06-16 12:19,1,-73.97390747,40.75726318,-73.77974701,40.64533615,N
id3259252,2,29-06-16 12:18,1,-73.98158264,40.77376938,-73.9769516,40.78596878,N
id2214208,2,29-06-16 12:18,2,-73.97969818,40.76544189,-73.99913025,40.72388077,N
id0438165,2,29-06-16 12:16,5,-73.97753906,40.78691101,-73.97119904,40.79526138,N
id1299016,1,29-06-16 12:16,1,-73.99224091,40.74897003,-73.99749756,40.73659897,N
id1620162,1,29-06-16 12:16,1,-73.98575592,40.75944138,-73.98210144,40.72800446,N
id0430647,1,29-06-16 12:14,2,-73.97833252,40.75393677,-73.97399139,40.75831604,N
id3259688,1,29-06-16 12:13,1,-73.98686218,40.76259613,-73.97186279,40.76382065,N
id0061549,2,29-06-16 12:13,1,-73.98474884,40.75894928,-74.00791931,40.72301102,N
id3827592,1,29-06-16 12:13,1,-73.97380066,40.75485611,-73.97407532,40.75629425,N
id3541914,2,29-06-16 12:12,2,-74.01403809,40.71223068,-73.99505615,40.75622177,N
id2885120,2,29-06-16 12:12,1,-73.96134949,40.76865387,-73.95449829,40.79913712,N
id1240405,1,29-06-16 12:12,1,-73.99147797,40.7449646,-73.99585724,40.748909,N
id0133506,2,29-06-16 12:11,1,-73.97551727,40.7555809,-73.9787674,40.76684952,N
id0712414,1,29-06-16 12:11,2,-73.97216797,40.79406357,-73.98195648,40.7787056,N
id2370086,2,29-06-16 12:11,1,-73.97675323,40.75952911,-73.97634125,40.76605988,N
id2050844,1,29-06-16 12:11,1,-73.94496918,40.77481461,-73.95091248,40.77485275,N
id0818261,2,29-06-16 12:11,1,-73.9783783,40.75246811,-73.98007965,40.76073074,N
id1811250,2,29-06-16 12:11,1,-73.95494843,40.7692337,-73.95478821,40.77767563,N
id1952751,2,29-06-16 12:11,1,-73.98930359,40.74199295,-74.00403595,40.74771118,N
id1529140,1,29-06-16 12:10,1,-73.99035645,40.75134277,-73.99602509,40.73282242,N
id3841211,2,29-06-16 12:09,1,-73.98240662,40.77033997,-73.97862244,40.76462173,N
id3610801,2,29-06-16 12:09,1,-73.95960236,40.77690887,-73.96424866,40.77243042,N
id2851367,2,29-06-16 12:08,5,-73.97112274,40.75490952,-73.97167969,40.76227188,N
id1831045,2,29-06-16 12:08,3,-74.00550842,40.73950195,-73.98522186,40.74095535,N
id2718018,2,29-06-16 12:08,5,-73.97264862,40.7604332,-74.00856018,40.71942902,N
id2213001,2,29-06-16 12:08,6,-73.87306976,40.77412033,-73.98419952,40.69155121,N
id0922817,1,29-06-16 12:07,1,-73.9683609,40.76223755,-73.97262573,40.78091049,N
id0945080,2,29-06-16 12:07,2,-73.97712708,40.77656937,-73.98834991,40.76420975,N
id0414239,1,29-06-16 12:06,1,-73.9671936,40.76044846,-73.9671936,40.76044846,N
id2969890,1,29-06-16 12:06,1,-73.97460938,40.749897,-73.97421265,40.76200867,N
id0430265,1,29-06-16 12:05,1,-73.7898407,40.64379883,-73.98973083,40.72377777,N
id0577187,2,29-06-16 12:04,1,-73.99111938,40.73949051,-74.00128937,40.74246979,N
id2521010,1,29-06-16 12:04,1,-73.97766113,40.74914932,-73.98204041,40.74316788,N
id2112604,1,29-06-16 12:02,2,-73.98905945,40.77436447,-73.98410034,40.77952576,N
id3956502,1,29-06-16 12:02,1,-73.99069214,40.750103,-73.75880432,41.03840637,N
id2220592,2,29-06-16 12:02,5,-74.00871277,40.71382141,-73.91638947,40.68692017,N
id2438976,2,29-06-16 12:02,1,-73.98306274,40.75938797,-74.00066376,40.72981644,N
id2846294,2,29-06-16 12:01,1,-73.9811554,40.78183746,-73.96783447,40.77134323,N
id0941684,1,29-06-16 12:00,1,-73.98594666,40.72229385,-74.00021362,40.72719574,N
id2388836,1,29-06-16 12:00,1,-73.99414063,40.75126648,-73.97467041,40.76223755,N
id1381204,1,29-06-16 12:00,1,-73.98242188,40.75580215,-73.97154999,40.76092529,N
id1299036,1,29-06-16 11:59,1,-73.95854187,40.78157806,-73.97324371,40.76384354,N
id0739543,2,29-06-16 11:58,2,-73.99012756,40.73701096,-73.96801758,40.79288864,N
id2543163,1,29-06-16 11:57,2,-73.9931488,40.69730759,-73.97504425,40.75844574,N
id3681789,2,29-06-16 11:57,1,-73.9799118,40.76102829,-73.98513794,40.76921082,N
id2261744,2,29-06-16 11:57,1,-73.98168182,40.783741,-74.00222778,40.75563049,N
id0416694,1,29-06-16 11:57,1,-73.99407959,40.7363739,-74.0039444,40.71701431,N
id3422375,1,29-06-16 11:57,1,-74.00209045,40.73952103,-73.99791718,40.73448181,N
id3146140,2,29-06-16 11:56,6,-73.98804474,40.74949646,-73.98456573,40.7543602,N
id0510379,2,29-06-16 11:56,1,-73.9812851,40.76792526,-73.9675293,40.76883698,N
id1896603,1,29-06-16 11:56,2,-73.97758484,40.7580452,-73.9944458,40.74641418,N
id2818046,2,29-06-16 11:54,1,-73.97350311,40.79701996,-73.9753952,40.78896332,N
id1793362,1,29-06-16 11:54,1,-73.9907074,40.72343826,-73.98486328,40.72738266,N
id3280455,2,29-06-16 11:54,2,-73.97939301,40.75022125,-73.98377991,40.74354935,N
id0498969,1,29-06-16 11:54,1,-73.9924469,40.7537117,-73.98284149,40.75731277,N
id3165719,1,29-06-16 11:54,1,-73.97080231,40.75558472,-73.98130035,40.78134537,N
id2561522,2,29-06-16 11:53,1,-74.00750732,40.74315643,-73.98313141,40.74454117,N
id1772210,2,29-06-16 11:53,1,-74.00502777,40.74657059,-74.00276947,40.7485199,N
id0221628,1,29-06-16 11:53,1,-74.00115967,40.74651337,-74.00807953,40.75106812,N
id2628837,2,29-06-16 11:53,1,-73.94663239,40.77235031,-73.96717834,40.76360321,N
id2363241,2,29-06-16 11:53,1,-73.96124268,40.77770996,-73.96975708,40.76882935,N
id1724289,1,29-06-16 11:52,4,-74.00119019,40.76168823,-73.99636841,40.74055481,N
id1939655,1,29-06-16 11:51,2,-73.96579742,40.77111053,-73.97885895,40.78920364,N
id1319209,1,29-06-16 11:51,1,-73.97899628,40.7618866,-73.96443939,40.76231384,N
id3220767,1,29-06-16 11:49,1,-73.97953033,40.73947906,-74.00553131,40.73893738,N
id3263125,2,29-06-16 11:49,1,-74.00395966,40.72558975,-73.97557068,40.75563812,N
id3592111,2,29-06-16 11:49,3,-73.97685242,40.73899841,-73.98445129,40.74834824,N
id1405543,2,29-06-16 11:48,1,-74.0092392,40.70387268,-73.97149658,40.74974823,N
id3306446,1,29-06-16 11:48,1,-73.98513031,40.74809647,-73.96630859,40.76213074,N
id1471358,1,29-06-16 11:47,3,-73.97852325,40.76163864,-73.78317261,40.6444664,N
id3354742,1,29-06-16 11:47,1,-74.01039886,40.70734024,-73.95955658,40.77066422,N
id0538648,1,29-06-16 11:47,1,-73.9890976,40.71946716,-73.98524475,40.69260788,N
id0756301,1,29-06-16 11:46,1,-73.99011993,40.75592041,-74.00753784,40.74533844,N
id2939804,1,29-06-16 11:46,1,-73.98959351,40.74045181,-73.97406006,40.75102234,N
id3011258,1,29-06-16 11:45,1,-73.96594238,40.76074982,-73.91318512,40.88899994,N
id2181345,1,29-06-16 11:45,1,-73.98297119,40.77424622,-73.98045349,40.75323868,N
id3314763,2,29-06-16 11:45,1,-73.9829483,40.74497986,-73.87333679,40.77444077,N
id2470830,1,29-06-16 11:44,1,-73.98239136,40.75812531,-73.98147583,40.76863861,N
id3072742,1,29-06-16 11:44,1,-73.95233154,40.8082962,-73.99349976,40.75401688,N
id0114395,2,29-06-16 11:43,5,-73.98410797,40.72929001,-73.97454834,40.75503159,N
id0316006,2,29-06-16 11:43,1,-73.99001312,40.75415039,-73.99732208,40.74166107,N
id2116582,1,29-06-16 11:42,2,-73.97736359,40.75495911,-73.97011566,40.76829529,N
id2414124,1,29-06-16 11:42,2,-73.97654724,40.75141144,-73.97843933,40.75828934,N
id1579199,2,29-06-16 11:41,2,-73.97837067,40.75257111,-73.98326874,40.77135086,N
id0215644,2,29-06-16 11:41,2,-73.97979736,40.74346924,-73.97602081,40.7568512,N
id3680320,1,29-06-16 11:41,3,-73.9920578,40.74870682,-73.97745514,40.75053024,N
id1359617,1,29-06-16 11:41,1,-73.95882416,40.77227783,-73.95211792,40.78156662,N
id0609178,1,29-06-16 11:40,1,-73.54888153,41.04432297,-73.54888153,41.04432297,N
id2137060,1,29-06-16 11:39,1,-73.8640976,40.76986694,-73.88546753,40.77315521,N
id2866002,2,29-06-16 11:39,5,-73.98918152,40.75835037,-73.97544861,40.76519012,N
id1364159,2,29-06-16 11:38,1,-73.9868927,40.73955917,-73.98168945,40.73701096,N
id1973300,1,29-06-16 11:38,1,-73.97582245,40.75679779,-73.95938873,40.7641449,N
id3309140,2,29-06-16 11:38,5,-73.96819305,40.76808929,-73.95584869,40.77928925,N
id0567318,1,29-06-16 11:38,1,-73.9651947,40.7663765,-73.9908905,40.75061035,N
id3751519,1,29-06-16 11:37,1,-74.01005554,40.71998978,-73.99046326,40.73794556,N
id2575693,2,29-06-16 11:37,1,-73.98155212,40.78068161,-73.98366547,40.76066971,N
id1236864,1,29-06-16 11:37,2,-73.97779083,40.76348877,-74.0148468,40.71385193,N
id1719002,2,29-06-16 11:36,6,-73.98942566,40.75159073,-73.98864746,40.73879623,N
id1057539,1,29-06-16 11:36,2,-73.99288177,40.74939728,-73.97764587,40.76084518,N
id2396178,1,29-06-16 11:35,2,-73.97550964,40.74115372,-73.97198486,40.76419449,N
id3962367,1,29-06-16 11:35,1,-73.99066925,40.71724701,-73.9808197,40.71427155,N
id1146568,1,29-06-16 11:35,1,-73.959198,40.77714157,-73.97434235,40.77983475,N
id0618421,1,29-06-16 11:34,1,-73.99022675,40.74058151,-73.98551941,40.74132919,N
id3145470,1,29-06-16 11:34,1,-73.97242737,40.75574493,-73.97491455,40.76156235,N
id1096373,2,29-06-16 11:33,2,-73.9618988,40.75566864,-73.95333099,40.76922989,N
id0202163,1,29-06-16 11:33,1,-73.98332977,40.7685051,-73.96799469,40.7682457,N
id3091679,2,29-06-16 11:32,1,-74.00380707,40.71683121,-73.9621582,40.68500137,N
id2819456,2,29-06-16 11:32,1,-73.98425293,40.77547073,-73.98387909,40.77960968,N
id3187002,1,29-06-16 11:32,1,-73.86578369,40.77117157,-73.96868134,40.77040482,N
id2041902,2,29-06-16 11:31,1,-73.96839905,40.76776886,-73.94577789,40.79286957,N
id3418438,2,29-06-16 11:30,1,-73.99025726,40.73772812,-73.99848938,40.72303009,N
id1096220,2,29-06-16 11:30,1,-73.98249817,40.75813675,-73.99301147,40.7430954,N
id3624581,1,29-06-16 11:29,1,-73.96759033,40.7877388,-73.97022247,40.76139069,N
id2865924,1,29-06-16 11:29,1,-73.98932648,40.75797272,-73.95375061,40.77860641,N
id2581201,2,29-06-16 11:29,5,-74.0116806,40.70888901,-73.98351288,40.6938591,N
id2263972,2,29-06-16 11:29,5,-73.98292542,40.76031113,-74.00623322,40.72334671,N
id2357115,2,29-06-16 11:29,1,-73.97673035,40.75902939,-73.97664642,40.74982834,N
id0721248,2,29-06-16 11:28,1,-73.98336792,40.75565338,-73.98561859,40.75150681,N
id3688687,2,29-06-16 11:27,1,-74.00613403,40.73478317,-73.99905396,40.73339462,N
id2607793,1,29-06-16 11:27,1,-73.99594116,40.74028397,-73.97831726,40.75124741,N
id2161856,2,29-06-16 11:27,1,-73.97801208,40.75366592,-73.97657776,40.78834152,N
id0357293,1,29-06-16 11:27,1,-73.86347961,40.76964569,-73.96858215,40.7647438,N
id3308064,2,29-06-16 11:25,3,-74.00221252,40.73373032,-73.98789978,40.75965881,N
id1809336,2,29-06-16 11:24,2,-73.95596313,40.76417923,-73.98023224,40.74858856,N
id1453278,2,29-06-16 11:24,2,-74.00463867,40.72451401,-73.99080658,40.74899292,N
id2458013,2,29-06-16 11:24,1,-73.98132324,40.77054977,-73.98325348,40.76050949,N
id0393935,2,29-06-16 11:23,1,-73.99080658,40.75587845,-73.97895813,40.76013947,N
id3098344,2,29-06-16 11:21,1,-73.95765686,40.76552963,-73.94715118,40.77978897,N
id1210884,1,29-06-16 11:20,1,-73.97968292,40.76020813,-73.99216461,40.76921844,N
id0684498,2,29-06-16 11:20,2,-73.97505951,40.75558853,-73.96987915,40.76213074,N
id0995552,2,29-06-16 11:19,5,-73.97900391,40.76144791,-73.97003174,40.76271057,N
id2672014,2,29-06-16 11:19,1,-73.98950195,40.76268005,-74.00174713,40.72494125,N
id2621112,2,29-06-16 11:19,2,-73.98213196,40.75767136,-73.97641754,40.76493835,N
id1975445,1,29-06-16 11:18,1,-74.01489258,40.71810913,-73.97447205,40.75986099,N
id2664566,2,29-06-16 11:18,1,-73.98130035,40.76301193,-74.0158844,40.71167374,N
id2981568,2,29-06-16 11:18,1,-73.97764587,40.75250626,-73.97185516,40.75703049,N
id2977302,2,29-06-16 11:18,5,-73.98929596,40.73601532,-73.9881134,40.75950623,N
id1857312,1,29-06-16 11:18,1,-73.95468903,40.76970673,-73.97185516,40.78213882,N
id1121761,1,29-06-16 11:17,1,-73.965271,40.77474594,-73.97328186,40.76397705,N
id0111784,2,29-06-16 11:17,1,-73.97870636,40.74760056,-73.97063446,40.7590065,N
id1906622,2,29-06-16 11:17,5,-73.99463654,40.75054169,-73.97306061,40.75836945,N
id0646056,1,29-06-16 11:16,2,-73.98949432,40.73607635,-74.00376129,40.70581818,N
id3613470,2,29-06-16 11:16,1,-73.98944092,40.7580986,-73.97216034,40.75466156,N
id0002952,2,29-06-16 11:16,2,-73.96984863,40.75964355,-73.99143982,40.75008392,N
id2177339,2,29-06-16 11:16,1,-73.96955872,40.76028061,-74.00003052,40.73410034,N
id2146310,1,29-06-16 11:15,1,-73.97147369,40.78204727,-73.96934509,40.76335526,N
id3694894,1,29-06-16 11:15,3,-73.99432373,40.74523544,-73.7870636,40.64748764,N
id2342840,2,29-06-16 11:14,1,-73.98706055,40.7253418,-73.9803009,40.7426796,N
id1112591,1,29-06-16 11:13,1,-73.98970795,40.74173737,-74.00077057,40.74645996,N
id1356739,1,29-06-16 11:11,1,-73.86347198,40.7699852,-73.97536469,40.75318909,N
id2364135,2,29-06-16 11:10,2,-73.97216797,40.74554062,-73.99183655,40.75394058,N
id2911705,1,29-06-16 11:10,1,-73.97889709,40.78707123,-73.97892761,40.75598907,N
id2466024,1,29-06-16 11:09,1,-73.98486328,40.75331497,-73.97174835,40.76192474,N
id1601654,2,29-06-16 11:09,6,-74.01512146,40.71444321,-74.00801849,40.74243927,N
id2332264,2,29-06-16 11:09,5,-73.96920013,40.78540802,-73.98844147,40.75956345,N
id3384726,1,29-06-16 11:08,1,-73.96376038,40.77701187,-73.97951508,40.78429794,N
id1388174,2,29-06-16 11:08,2,-73.97788239,40.73778152,-73.99407196,40.73210907,N
id0567680,2,29-06-16 11:08,1,-74.00955963,40.70518112,-73.97834778,40.74163818,N
id1189314,1,29-06-16 11:07,1,-73.77896881,40.64741135,-73.98872375,40.69351196,N
id0340600,1,29-06-16 11:07,1,-73.97428131,40.76413727,-73.97639465,40.75627518,N
id0247290,2,29-06-16 11:07,1,-73.95085907,40.77164078,-73.96270752,40.77246857,N
id3322196,2,29-06-16 11:07,1,-73.92948151,40.76776886,-73.87023926,40.75043869,N
id3008431,1,29-06-16 11:06,1,-73.9643631,40.7645607,-73.94574738,40.77826691,N
id3130601,1,29-06-16 11:06,1,-73.97846222,40.76673126,-73.87096405,40.77420044,N
id1342303,1,29-06-16 11:06,1,-73.97827148,40.74166107,-73.98857117,40.73639679,N
id3006305,2,29-06-16 11:06,1,-73.8660965,40.77124023,-73.99008179,40.7466507,N
id2395471,2,29-06-16 11:05,2,-73.98973846,40.73412704,-73.97717285,40.75514603,N
id1267663,2,29-06-16 11:05,2,-73.98996735,40.73514557,-73.99957275,40.75359344,N
id1180806,1,29-06-16 11:05,3,-73.99301147,40.75740814,-74.01494598,40.71128845,N
id2455466,2,29-06-16 11:05,1,-73.98629761,40.76707077,-73.98477173,40.74824905,N
id2996906,2,29-06-16 11:05,1,-73.87101746,40.77378845,-73.72559357,40.73387909,N
id2018250,2,29-06-16 11:05,1,-74.00540161,40.74191284,-73.98178864,40.75718689,N
id0959729,2,29-06-16 11:03,3,-73.95662689,40.78084946,-73.95249939,40.78659821,N
id3222952,2,29-06-16 11:03,1,-73.96334839,40.77140045,-73.99121857,40.76538086,N
id3849534,1,29-06-16 11:03,1,-73.99662018,40.74273682,-73.97808838,40.75123978,N
id0146871,2,29-06-16 11:02,1,-73.98562622,40.72706985,-73.98184967,40.74045181,N
id3296894,2,29-06-16 11:02,1,-73.97447968,40.77835846,-73.97949219,40.77629089,N
id0334845,2,29-06-16 11:02,1,-73.9701767,40.78419876,-73.98177338,40.77464676,N
id1794033,2,29-06-16 11:01,1,-74.0063324,40.7095871,-73.98519897,40.76395035,N
id1375218,1,29-06-16 11:01,1,-73.97985077,40.74320984,-73.97401428,40.75131226,N
id2349500,2,29-06-16 11:01,1,-73.97235107,40.75674057,-73.97296906,40.74644089,N
id1135228,1,29-06-16 11:00,1,-73.92958832,40.74456787,-73.93027496,40.75206375,N
id3359157,2,29-06-16 11:00,1,-74.00610352,40.71723175,-73.99507904,40.72890854,N
id3427034,2,29-06-16 11:00,4,-73.96782684,40.76541901,-73.96482849,40.77275848,N
id3804695,1,29-06-16 11:00,3,-73.99404144,40.75117874,-73.98202515,40.76532364,N
id0559322,2,29-06-16 10:59,1,-74.00466156,40.73342133,-74.00804901,40.71683884,N
id3959514,1,29-06-16 10:58,1,-73.94615173,40.77277756,-73.94834137,40.77659225,N
id3534433,2,29-06-16 10:58,1,-73.96103668,40.75645828,-73.97537994,40.75226974,N
id0683692,1,29-06-16 10:58,1,-73.99893951,40.74475098,-73.96312714,40.77581024,N
id2139198,1,29-06-16 10:57,1,-73.98857117,40.75908279,-74.0041275,40.71603394,N
id1591194,2,29-06-16 10:56,1,-73.97331238,40.75543976,-74.0096283,40.70600891,N
id2724685,2,29-06-16 10:56,2,-73.96244049,40.79483414,-73.95140076,40.78606415,N
id1059544,1,29-06-16 10:55,2,-73.87316895,40.77392197,-73.98131561,40.75627518,N
id0366860,1,29-06-16 10:55,1,-73.97021484,40.75285339,-73.96929169,40.76102829,N
id1814387,1,29-06-16 10:55,1,-73.99340057,40.7274437,-73.99140167,40.75209427,N
id0718264,2,29-06-16 10:54,2,-73.99845886,40.72602081,-73.96560669,40.71287155,N
id0414503,1,29-06-16 10:52,1,-73.99991608,40.7382431,-74.00987244,40.70960617,N
id0006344,2,29-06-16 10:52,2,-73.98278046,40.73918533,-73.97174072,40.75943375,N
id2557389,1,29-06-16 10:52,1,-73.94309998,40.75339508,-73.94930267,40.81251907,N
id2369408,2,29-06-16 10:52,1,-73.96903229,40.78538895,-73.96077728,40.81671906,N
id2420104,1,29-06-16 10:51,1,-74.00582886,40.70689011,-73.99852753,40.71307755,N
id3128866,2,29-06-16 10:51,1,-74.0042572,40.73806,-73.99302673,40.75450134,N
id3334748,2,29-06-16 10:51,3,-73.98410034,40.75967789,-73.95321655,40.79118347,N
id1774079,2,29-06-16 10:51,5,-73.94898987,40.82857132,-73.9559021,40.80461121,N
id2822589,1,29-06-16 10:50,1,-74.0062027,40.74995804,-73.98139191,40.74386215,N
id0021022,1,29-06-16 10:50,1,-73.97996521,40.76528931,-73.97528839,40.74189377,N
id0325829,1,29-06-16 10:49,1,-73.97387695,40.75253296,-73.9533844,40.76712036,N
id1725648,2,29-06-16 10:49,1,-73.9756012,40.77677536,-74.00920868,40.73046112,N
id1715888,1,29-06-16 10:49,1,-73.94791412,40.77088928,-73.97753143,40.77693176,N
id3068498,1,29-06-16 10:48,1,-73.95759583,40.78262711,-73.95282745,40.79194641,Y
id0315104,2,29-06-16 10:48,1,-73.96219635,40.76337051,-73.77765656,40.71255112,N
id1374860,2,29-06-16 10:48,2,-73.99529266,40.75468063,-73.99111176,40.74996948,N
id2763295,2,29-06-16 10:47,5,-73.86286163,40.76852036,-73.83303833,40.75941849,N
id0161218,2,29-06-16 10:47,1,-73.77913666,40.6475296,-73.98306274,40.76667023,N
id0114809,2,29-06-16 10:47,3,-73.96607971,40.76377106,-73.95448303,40.765625,N
id1168221,2,29-06-16 10:46,1,-73.97654724,40.79074097,-73.98085022,40.77450943,N
id0409977,1,29-06-16 10:46,3,-73.98113251,40.75029373,-73.94540405,40.79063416,N
id1082026,1,29-06-16 10:46,1,-73.99284363,40.76824951,-73.98301697,40.75946045,N
id0694578,2,29-06-16 10:45,1,-73.99980927,40.73300934,-73.99137878,40.73040009,N
